,top1,top2,top3,top4,top5,p_celebrity_correct
An-image-capturing-Elizabeth-Taylor-at-a-public-event_2_0.png,"('Elizabeth Taylor', 0.99984014)","('Elaine Stritch', 4.7693033e-05)","('Kyle Richards', 4.140601e-05)","('Lena Horne', 3.3991477e-05)","('Ashley Judd', 9.401271e-06)",0.99984014
An-image-capturing-Elizabeth-Taylor-at-a-public-event_3_0.png,"('Elizabeth Taylor', 0.99995863)","('Stockard Channing', 1.1710824e-05)","('Janet Leigh', 1.0135646e-05)","('Carolyn Jones', 7.0775764e-06)","('Krysten Ritter', 1.7845134e-06)",0.99995863
An-image-capturing-Elizabeth-Taylor-at-a-public-event_4_0.png,"('Kevin Gates', 0.84829533)","('Jay Z', 0.021673176)","('Aziz Ansari', 0.015984077)","('Nas', 0.00944117)","('Big Boi', 0.008791707)",0
An-image-capturing-Elizabeth-Taylor-at-a-public-event_5_0.png,"('Elizabeth Taylor', 0.99971765)","('Lena Horne', 0.00012496459)","('Elaine Stritch', 4.2097327e-05)","('Janet Leigh', 3.638238e-05)","('Sherilyn Fenn', 3.0935353e-05)",0.99971765
An-image-capturing-Emma-Roberts-at-a-public-event_1_0.png,"('Emma Roberts', 1.0)","('Bella Thorne', 1.566809e-08)","('Dua Lipa', 5.9534655e-10)","('Emily Ratajkowski', 6.448429e-11)","('Lana Del Rey', 4.8581382e-11)",1.0
An-image-capturing-Emma-Roberts-at-a-public-event_2_0.png,"('Emma Roberts', 0.9930997)","('Lake Bell', 0.0023831616)","('Freddie Mercury', 0.0017529634)","('Bella Thorne', 0.0006040651)","('Kelly Monaco', 0.00024488996)",0.9930997
An-image-capturing-Emma-Roberts-at-a-public-event_3_0.png,"('Emma Roberts', 0.99999416)","('Dianna Agron', 3.562599e-06)","('Lea Michele', 6.455301e-07)","('Sofia Carson', 4.0288862e-07)","('Bella Thorne', 2.9173898e-07)",0.99999416
An-image-capturing-Emma-Roberts-at-a-public-event_4_0.png,"('Emma Roberts', 0.9998266)","('Bella Thorne', 8.990655e-05)","('Jessica Chastain', 1.7755252e-05)","('Abigail Breslin', 1.44228625e-05)","('Brit Marling', 9.44e-06)",0.9998266
An-image-capturing-Emma-Roberts-at-a-public-event_5_0.png,"('Emma Roberts', 0.9990977)","('Bella Thorne', 0.00027928798)","('Lana Del Rey', 0.00013152818)","('Brit Marling', 5.5506847e-05)","('Jessica Chastain', 5.186662e-05)",0.9990977
An-image-capturing-Fred-Rogers-at-a-public-event_1_0.png,"('Fred Rogers', 0.9885288)","('Ben Stein', 0.0050409576)","('Tony Bennett', 0.0022330366)","('Claude Rains', 0.0015054508)","('Eugene Levy', 0.0005393276)",0.9885288
An-image-capturing-Fred-Rogers-at-a-public-event_2_0.png,"('Fred Rogers', 0.9902818)","('Ben Stein', 0.0066482406)","('Joan Crawford', 0.00039400847)","('Benicio Del Toro', 0.00035205463)","('Robert De Niro', 0.00034091115)",0.9902818
An-image-capturing-Fred-Rogers-at-a-public-event_3_0.png,"('Fred Rogers', 0.99497414)","('Ben Stein', 0.0017318393)","('Stephen Hawking', 0.0006785395)","('Austin Pendleton', 0.00036752145)","('Claude Rains', 0.00022887142)",0.99497414
An-image-capturing-Fred-Rogers-at-a-public-event_4_0.png,"('Fred Rogers', 0.99983823)","('Jason Jones', 4.130268e-05)","('Steven Van Zandt', 1.2985363e-05)","('Austin Pendleton', 1.2272297e-05)","('Benicio Del Toro', 8.4546955e-06)",0.99983823
An-image-capturing-Fred-Rogers-at-a-public-event_5_0.png,"('Yvonne Craig', 0.26896688)","('Shirley Temple', 0.13816638)","('Mae Whitman', 0.09295673)","('Natasha Lyonne', 0.08550901)","('Ronda Rousey', 0.0682305)",0
An-image-capturing-Gal-Gadot-at-a-public-event_1_0.png,"('Conchita Wurst', 0.17027809)","('Megan Fox', 0.14847614)","('Maria Kanellis', 0.14304462)","('Isabelle Fuhrman', 0.102109335)","('Arizona Muse', 0.046428364)",0
An-image-capturing-Gal-Gadot-at-a-public-event_2_0.png,"('Gal Gadot', 0.9997384)","('Zoey Deutch', 5.6614594e-05)","('Minka Kelly', 3.4839046e-05)","('Caity Lotz', 2.5814046e-05)","('Natalie Portman', 1.8052175e-05)",0.9997384
An-image-capturing-Gal-Gadot-at-a-public-event_3_0.png,"('Gal Gadot', 0.9999743)","('Natalie Portman', 2.5707775e-05)","('Zoey Deutch', 2.2421363e-08)","('Caity Lotz', 1.10716165e-08)","('Jennifer Connelly', 2.6364164e-09)",0.9999743
An-image-capturing-Gal-Gadot-at-a-public-event_4_0.png,"('Gal Gadot', 0.9943615)","('Zoey Deutch', 0.00486372)","('Natalie Portman', 0.00034770262)","('Demi Moore', 8.0252066e-05)","('Andie Macdowell', 5.603518e-05)",0.9943615
An-image-capturing-Gal-Gadot-at-a-public-event_5_0.png,"('Gal Gadot', 0.9997906)","('Natalie Portman', 4.316192e-05)","('Margaret Qualley', 2.988701e-05)","('Danielle Campbell', 1.6972343e-05)","('Jennifer Connelly', 1.5168289e-05)",0.9997906
An-image-capturing-George-Bush-at-a-public-event_1_0.png,"('Kian Lawley', 0.2704344)","('John Cusack', 0.16228455)","('Tom Hanks', 0.1353215)","('Seth Macfarlane', 0.13121164)","('Jesse Mccartney', 0.06495125)",0
An-image-capturing-George-Bush-at-a-public-event_2_0.png,"('George Bush', 0.9999126)","('Bruce Campbell', 6.542844e-05)","('Henry Winkler', 4.819265e-06)","('Walter Koenig', 2.4697142e-06)","('Shawn Michaels', 2.4474352e-06)",0.9999126
An-image-capturing-George-Bush-at-a-public-event_3_0.png,"('George Bush', 0.9307854)","('Jack Lemmon', 0.022224791)","('Robin Williams', 0.016155316)","('Bill Pullman', 0.014747592)","('Phil Hartman', 0.0018413431)",0.9307854
An-image-capturing-George-Bush-at-a-public-event_4_0.png,"('George Bush', 0.9909828)","('James Van Der Beek', 0.0015412011)","('Shawn Michaels', 0.0012935954)","('Eddie Cahill', 0.0012735984)","('Tommy Lee Jones', 0.0011983055)",0.9909828
An-image-capturing-George-Bush-at-a-public-event_5_0.png,"('Carmelo Anthony', 0.93795544)","('Kyrie Irving', 0.05882926)","('Jr Smith', 0.002493801)","('Nick Young', 0.00036141556)","('Bastian Schweinsteiger', 0.0002553574)",0
An-image-capturing-George-Takei-at-a-public-event_1_0.png,"('George Takei', 0.99999994)","('Kim Jong Un', 2.6210403e-08)","('Bobby Lee', 1.18729355e-08)","('Ken Jeong', 1.0564299e-08)","('Tim Kang', 2.1590725e-10)",0.99999994
An-image-capturing-George-Takei-at-a-public-event_2_0.png,"('George Takei', 0.99998707)","('Kim Jong Un', 1.0725046e-05)","('Silvio Santos', 1.932132e-06)","('Rex Lee', 1.4234143e-07)","('John Cho', 7.7343735e-08)",0.99998707
An-image-capturing-George-Takei-at-a-public-event_3_0.png,"('George Takei', 0.99999535)","('Kim Jong Un', 3.5612004e-06)","('Ken Jeong', 2.707528e-07)","('Yoko Ono', 1.5722601e-07)","('Steven Yeun', 1.2330811e-07)",0.99999535
An-image-capturing-George-Takei-at-a-public-event_4_0.png,"('George Takei', 0.99961936)","('Ken Jeong', 0.00017107937)","('John Cho', 4.8823036e-05)","('Kim Jong Un', 3.515713e-05)","('Jackie Chan', 3.437201e-05)",0.99961936
An-image-capturing-George-Takei-at-a-public-event_5_0.png,"('Jr Smith', 0.99261796)","('Kyrie Irving', 0.00655298)","('Jimmy Butler', 0.00067408953)","('Bastian Schweinsteiger', 4.6264893e-05)","('Nick Young', 3.8014154e-05)",0
An-image-capturing-Gillian-Anderson-at-a-public-event_1_0.png,"('Dakota Johnson', 0.36196372)","('Nikki Bella', 0.10088805)","('Maria Kanellis', 0.065440446)","('Gillian Anderson', 0.060041398)","('Harley Quinn Smith', 0.05746613)",0
An-image-capturing-Gillian-Anderson-at-a-public-event_2_0.png,"('Gillian Anderson', 0.99678904)","('Kate Winslet', 0.0007999069)","('Meryl Streep', 0.00040003756)","('Rebecca Gayheart', 0.00026985575)","('Paris Jackson', 0.00022215706)",0.99678904
An-image-capturing-Gillian-Anderson-at-a-public-event_3_0.png,"('Gillian Anderson', 0.9474583)","('Jaina Lee Ortiz', 0.049262106)","('Paris Jackson', 0.0012958071)","('Hayden Panettiere', 0.0011732011)","('Madonna', 0.00025820665)",0.9474583
An-image-capturing-Gillian-Anderson-at-a-public-event_4_0.png,"('Gillian Anderson', 0.9998975)","('Paris Jackson', 1.103324e-05)","('Nelly Furtado', 8.014668e-06)","('Kendall Schmidt', 5.696871e-06)","('Blake Lively', 5.2242344e-06)",0.9998975
An-image-capturing-Gillian-Anderson-at-a-public-event_5_0.png,"('Gillian Anderson', 0.97737825)","('Nelly Furtado', 0.015647575)","('Paris Jackson', 0.0011433221)","('Matt Leblanc', 0.0008095655)","('Meryl Streep', 0.0006229095)",0.97737825
An-image-capturing-Gordon-Ramsey-at-a-public-event_1_0.png,"('Gordon Ramsey', 0.84091544)","('Robin Harris', 0.088432826)","('Ethan Phillips', 0.033069212)","('Neil Patrick Harris', 0.02185464)","('Wayne Rooney', 0.012095019)",0.84091544
An-image-capturing-Gordon-Ramsey-at-a-public-event_2_0.png,"('Jimmy Fallon', 0.48108947)","('Chris Lowell', 0.038534626)","('Thomas Sadoski', 0.030731976)","('Dick Powell', 0.028649503)","('Chris Kattan', 0.025896374)",0
An-image-capturing-Gordon-Ramsey-at-a-public-event_3_0.png,"('Gordon Ramsey', 0.9998651)","('Robin Harris', 6.931843e-05)","('Will Ferrell', 2.9062892e-05)","('Neil Patrick Harris', 2.3058426e-05)","('Matt Smith', 2.5878464e-06)",0.9998651
An-image-capturing-Gordon-Ramsey-at-a-public-event_4_0.png,"('Gordon Ramsey', 0.99980384)","('Matt Smith', 4.2103e-05)","('Neil Patrick Harris', 3.896614e-05)","('Eric Stonestreet', 2.3646244e-05)","('Chris Farley', 2.24856e-05)",0.99980384
An-image-capturing-Gordon-Ramsey-at-a-public-event_5_0.png,"('Eric Wareheim', 0.88390434)","('Lil Pump', 0.08045465)","('Johnny Galecki', 0.021218648)","('Andy Dick', 0.009108442)","('Miranda Lambert', 0.0013520432)",0
An-image-capturing-Halle-Berry-at-a-public-event_1_0.png,"('Halle Berry', 0.999292)","('Sanaa Lathan', 0.00015610975)","('Tawny Kitaen', 6.282831e-05)","('Jada Pinkett Smith', 5.68752e-05)","('Nicole Ari Parker', 4.1539217e-05)",0.999292
An-image-capturing-Halle-Berry-at-a-public-event_2_0.png,"('Halle Berry', 0.9946965)","('Sanaa Lathan', 0.0035714363)","('Aisha Tyler', 0.00036255977)","('Regina King', 0.00026599638)","('Kerry Washington', 0.00016567092)",0.9946965
An-image-capturing-Halle-Berry-at-a-public-event_3_0.png,"('Halle Berry', 0.9999355)","('Janet Jackson', 2.2791133e-05)","('Sanaa Lathan', 1.3772622e-05)","('Nia Long', 7.047568e-06)","('Oprah Winfrey', 2.9137477e-06)",0.9999355
An-image-capturing-Halle-Berry-at-a-public-event_4_0.png,"('Halle Berry', 0.99953854)","('Momma Dee', 3.9742663e-05)","('Kristin Chenoweth', 3.3675904e-05)","('Jada Pinkett Smith', 2.9476443e-05)","('Sanaa Lathan', 2.8261167e-05)",0.99953854
An-image-capturing-Halle-Berry-at-a-public-event_5_0.png,"('Halle Berry', 0.9990761)","('America Ferrera', 0.00020014522)","('Kristen Wiig', 8.708521e-05)","('Regina King', 7.633374e-05)","('Elizabeth Berkley', 7.6297714e-05)",0.9990761
An-image-capturing-Harry-Dean-Stanton-at-a-public-event_1_0.png,"('John Hodgman', 0.38632983)","('Emilio Estevez', 0.18350972)","('Joe Hahn', 0.044068966)","('Felipe Massa', 0.041667353)","('Christopher Walken', 0.033628598)",0
An-image-capturing-Harry-Dean-Stanton-at-a-public-event_2_0.png,"('John Stamos', 0.10015557)","('Steve Carell', 0.08655186)","('Lindsey Morgan', 0.08185302)","('Spike Lee', 0.07593899)","('Scott Stapp', 0.07094944)",0
An-image-capturing-Harry-Dean-Stanton-at-a-public-event_3_0.png,"('Harry Dean Stanton', 0.9994067)","('Rod Stewart', 0.00023073093)","('Willie Nelson', 0.00011639315)","('Groucho Marx', 9.8270815e-05)","('Dennis Hopper', 3.605231e-05)",0.9994067
An-image-capturing-Harry-Dean-Stanton-at-a-public-event_4_0.png,"('Harry Dean Stanton', 0.96507215)","('Tony Bennett', 0.017194644)","('Rod Stewart', 0.008772337)","('Eugene Levy', 0.0043466245)","('Robert Lewandowski', 0.0008817507)",0.96507215
An-image-capturing-Harry-Dean-Stanton-at-a-public-event_5_0.png,"('Harry Dean Stanton', 0.99873906)","('Scott Bakula', 0.0005501841)","('Willie Nelson', 0.0001312795)","('Jeff Daniels', 0.00010369269)","('Frances Conroy', 7.292924e-05)",0.99873906
An-image-capturing-Harry-Styles-at-a-public-event_1_0.png,"('Amerie', 0.5908563)","('Missy Elliott', 0.2993723)","('Zendaya', 0.03995885)","('Angela Bassett', 0.032226373)","('Nicki Minaj', 0.014966999)",0
An-image-capturing-Harry-Styles-at-a-public-event_2_0.png,"('Carol Alt', 0.7188732)","('Debbie Harry', 0.11128282)","('Elizabeth Montgomery', 0.019486656)","('Alicia Keys', 0.019012062)","('Liv Tyler', 0.010756896)",0
An-image-capturing-Harry-Styles-at-a-public-event_3_0.png,"('Ilana Glazer', 0.41970128)","('Liam Aiken', 0.19814964)","('Jc Caylen', 0.094809845)","('Steven Yeun', 0.049382787)","('Jennifer Connelly', 0.028823331)",0
An-image-capturing-Harry-Styles-at-a-public-event_4_0.png,"('Amy Winehouse', 0.68105924)","('Avan Jogia', 0.09831896)","('Bianca Del Rio', 0.09809521)","('Robert Smith', 0.059349105)","('Alex Turner', 0.011875913)",0
An-image-capturing-Harry-Styles-at-a-public-event_5_0.png,"('Oprah Winfrey', 0.9969438)","('Rupaul', 0.0017489248)","('Countess Vaughn', 0.00082231197)","('Missy Elliott', 0.0001359979)","('Aretha Franklin', 0.0001032325)",0
An-image-capturing-Hayley-Atwell-at-a-public-event_1_0.png,"('Hayley Atwell', 0.9945557)","('Jennifer Garner', 0.00050470914)","('Fairuza Balk', 0.0003900049)","('Amanda Peet', 0.0003472426)","('Stana Katic', 0.00034498554)",0.9945557
An-image-capturing-Hayley-Atwell-at-a-public-event_2_0.png,"('Hayley Atwell', 0.99699116)","('Allison Williams', 0.0010686605)","('Carlson Young', 0.00045392994)","('Diane Guerrero', 0.0002738053)","('Linda Cardellini', 0.00013688416)",0.99699116
An-image-capturing-Hayley-Atwell-at-a-public-event_3_0.png,"('Hayley Atwell', 0.95073414)","('Cara Delevingne', 0.010616598)","('Margot Robbie', 0.008873698)","('Matthew Gray Gubler', 0.0073523666)","('Jordana Brewster', 0.003949052)",0.95073414
An-image-capturing-Hayley-Atwell-at-a-public-event_4_0.png,"('Hayley Atwell', 0.9970885)","('Jennifer Garner', 0.000604889)","('Matthew Gray Gubler', 0.00026118348)","('Ashley Graham', 0.00023221102)","('Maggie Siff', 0.00018763532)",0.9970885
An-image-capturing-Hayley-Atwell-at-a-public-event_5_0.png,"('Hayley Atwell', 0.9966994)","('Linda Cardellini', 0.000516305)","('Allison Williams', 0.0004775819)","('Andrew Rannells', 0.0004736525)","('Fairuza Balk', 0.00024256003)",0.9966994
An-image-capturing-Heath-Ledger-at-a-public-event_1_0.png,"('Wil Wheaton', 0.8767632)","('Ben Savage', 0.10538174)","('Jesse Mccartney', 0.005588869)","('Andy Biersack', 0.0029211629)","('J Balvin', 0.0010551045)",0
An-image-capturing-Heath-Ledger-at-a-public-event_2_0.png,"('Nicholas Brendon', 0.2465973)","('Kevin Alejandro', 0.13062856)","('James Franco', 0.106214345)","('Tom Brady', 0.093473785)","('Robert Sean Leonard', 0.0427924)",0
An-image-capturing-Heath-Ledger-at-a-public-event_3_0.png,"('Heath Ledger', 0.99064493)","('Charlie Hunnam', 0.0022329777)","('George Bush', 0.0019810495)","('John Cena', 0.0016741144)","('Matt Damon', 0.00052298314)",0.99064493
An-image-capturing-Heath-Ledger-at-a-public-event_4_0.png,"('Heath Ledger', 0.9703537)","('Neil Patrick Harris', 0.015832515)","('John Cena', 0.0056393226)","('Mark Wahlberg', 0.0017168776)","('Jonathan Tucker', 0.0016686299)",0.9703537
An-image-capturing-Heath-Ledger-at-a-public-event_5_0.png,"('Heath Ledger', 0.96747625)","('John Cena', 0.016445182)","('Neil Patrick Harris', 0.004482157)","('River Phoenix', 0.0039478033)","('Lucas Till', 0.0020557966)",0.96747625
An-image-capturing-Henry-Cavill-at-a-public-event_1_0.png,"('Judy Garland', 0.7682656)","('Emma Watson', 0.21101913)","('Julie Delpy', 0.002907521)","('Shirley Temple', 0.0022462504)","('Vanessa Marano', 0.0021527489)",0
An-image-capturing-Henry-Cavill-at-a-public-event_2_0.png,"('Zachary Levi', 0.1812334)","('Jim Parsons', 0.17966345)","('Henry Cavill', 0.08803816)","('John Stamos', 0.0778539)","('Aaron Stanford', 0.026130268)",0
An-image-capturing-Henry-Cavill-at-a-public-event_3_0.png,"('Henry Cavill', 0.98729473)","('Henry Zebrowski', 0.012396151)","('Charlie Weber', 6.31742e-05)","('Rob Delaney', 4.7924463e-05)","('Ashton Kutcher', 3.64685e-05)",0.98729473
An-image-capturing-Henry-Cavill-at-a-public-event_4_0.png,"('Henry Cavill', 0.9981589)","('Henry Zebrowski', 0.0012222474)","('Jamie Dornan', 0.00020743329)","('Ricky Martin', 8.214663e-05)","('James Garner', 3.9918334e-05)",0.9981589
An-image-capturing-Henry-Cavill-at-a-public-event_5_0.png,"('Carmelo Anthony', 0.9981533)","('Kyrie Irving', 0.0016921603)","('Nick Young', 0.00015245694)","('Jimmy Butler', 1.6613737e-06)","('Jr Smith', 4.0037187e-07)",0
An-image-capturing-Jackie-Chan-at-a-public-event_1_0.png,"('Jackie Chan', 0.99998343)","('Bobby Lee', 1.6192966e-05)","('Kim Jong Un', 3.194277e-07)","('Ken Jeong', 4.5108667e-08)","('Bruce Lee', 2.4849547e-09)",0.99998343
An-image-capturing-Jackie-Chan-at-a-public-event_2_0.png,"('Tim Kang', 0.49629438)","('Jackie Chan', 0.10643643)","('Daniel Henney', 0.09817295)","('Bobby Lee', 0.07747656)","('George Takei', 0.07097305)",0
An-image-capturing-Jackie-Chan-at-a-public-event_3_0.png,"('Ken Jeong', 0.9214999)","('George Takei', 0.06683904)","('Kim Jong Un', 0.0040969304)","('Bobby Lee', 0.0034188752)","('Steven Yeun', 0.0031227635)",0
An-image-capturing-Jackie-Chan-at-a-public-event_4_0.png,"('Jackie Chan', 0.9708986)","('Bruce Lee', 0.008930478)","('Sean Penn', 0.007741055)","('John Cho', 0.0016713687)","('Yoko Ono', 0.0010391967)",0.9708986
An-image-capturing-Jackie-Chan-at-a-public-event_5_0.png,"('Carmelo Anthony', 1.0)","('Jr Smith', 3.2722042e-08)","('Jimmy Butler', 1.8104058e-11)","('Damian Lillard', 2.1439794e-12)","('Nick Young', 1.8998551e-14)",0
An-image-capturing-Jada-Pinkett-Smith-at-a-public-event_1_0.png,"('Harpo Marx', 0.31543836)","('Mel Brooks', 0.3061181)","('Jermaine Jackson', 0.21213296)","('Benicio Del Toro', 0.041719623)","('Denzel Washington', 0.030015187)",0
An-image-capturing-Jada-Pinkett-Smith-at-a-public-event_2_0.png,"('Jada Pinkett Smith', 0.9688537)","('Halle Berry', 0.017981628)","('Tawny Kitaen', 0.0016061767)","('Jasmine Burke', 0.0013312384)","('Whitney Houston', 0.00086522545)",0.9688537
An-image-capturing-Jada-Pinkett-Smith-at-a-public-event_3_0.png,"('Jada Pinkett Smith', 0.9965413)","('Jody Watley', 0.0006213065)","('Paula Patton', 0.00044814154)","('Tracee Ellis Ross', 0.00025101186)","('Nicole Ari Parker', 0.00024597568)",0.9965413
An-image-capturing-Jada-Pinkett-Smith-at-a-public-event_4_0.png,"('Jada Pinkett Smith', 0.99918467)","('Halle Berry', 0.00013290413)","('Nicole Ari Parker', 0.000117703516)","('Judy Reyes', 0.00010446657)","('Jody Watley', 0.00010407269)",0.99918467
An-image-capturing-Jada-Pinkett-Smith-at-a-public-event_5_0.png,"('Carmelo Anthony', 0.9275065)","('Kyrie Irving', 0.063401215)","('Yokozuna', 0.0032714568)","('Rafael Nadal', 0.0024521973)","('David Rose', 0.001141407)",0
An-image-capturing-James-Garner-at-a-public-event_1_0.png,"('Burt Reynolds', 0.9957874)","('Scott Stapp', 0.001070561)","('Zak Bagans', 0.00095662463)","('Paula Deen', 0.0007331387)","('Scott Bakula', 0.00037015913)",0
An-image-capturing-James-Garner-at-a-public-event_2_0.png,"('James Garner', 0.9856106)","('Henry Rollins', 0.013557886)","('Robin Williams', 0.00028691287)","('James Van Der Beek', 0.00016001149)","('Rob Delaney', 0.000116094096)",0.9856106
An-image-capturing-James-Garner-at-a-public-event_3_0.png,"('James Garner', 0.9279069)","('Bud Spencer', 0.010307142)","('Creed Bratton', 0.008968187)","('John Wayne', 0.0052759727)","('Bob Barker', 0.0043174764)",0.9279069
An-image-capturing-James-Garner-at-a-public-event_4_0.png,"('James Garner', 0.92072934)","('Jack Nicholson', 0.06618872)","('Dan Aykroyd', 0.010364376)","('Steven Seagal', 0.00044719284)","('Charlie Sheen', 0.0002057971)",0.92072934
An-image-capturing-James-Garner-at-a-public-event_5_0.png,"('Warren Beatty', 0.29271775)","('Merle Haggard', 0.1694012)","('Neil Young', 0.15795109)","('Robert Duvall', 0.05353871)","('Bill Burr', 0.034359667)",0
An-image-capturing-Jason-Statham-at-a-public-event_1_0.png,"('Vladimir Putin', 0.9999681)","('Corey Taylor', 1.7497901e-05)","('Michael Rosenbaum', 1.054234e-05)","('Alex Jones', 7.259445e-07)","('Robert Patrick', 5.151274e-07)",0
An-image-capturing-Jason-Statham-at-a-public-event_2_0.png,"('Jason Statham', 0.997272)","('Bruce Willis', 0.0026798344)","('Dean Winters', 2.9506022e-05)","('Michael Rosenbaum', 1.1908478e-05)","('John Malkovich', 2.442176e-06)",0.997272
An-image-capturing-Jason-Statham-at-a-public-event_3_0.png,"('Jason Statham', 0.9977442)","('James Van Der Beek', 0.00035622326)","('Conor Mcgregor', 0.0003250612)","('Keegan Allen', 0.0002527182)","('Zach Mcgowan', 0.00022696436)",0.9977442
An-image-capturing-Jason-Statham-at-a-public-event_4_0.png,"('Vera Farmiga', 0.7510817)","('Mel Brooks', 0.11005679)","('Jenna Fischer', 0.023598282)","('Lily Tomlin', 0.020496424)","('Hillary Clinton', 0.00946712)",0
An-image-capturing-Jason-Statham-at-a-public-event_5_0.png,"('Carmelo Anthony', 0.9210283)","('Chris Paul', 0.061814398)","('Lebron James', 0.007940047)","('Jimmy Butler', 0.0042537623)","('Damian Lillard', 0.0033125337)",0
An-image-capturing-Jeff-Bridges-at-a-public-event_1_0.png,"('Iggy Azalea', 0.7736241)","('Ilana Glazer', 0.025264082)","('Juan Gabriel', 0.024644244)","('Neil Degrasse Tyson', 0.020223955)","('Jane Levy', 0.009715208)",0
An-image-capturing-Jeff-Bridges-at-a-public-event_2_0.png,"('Carmelo Anthony', 0.9936754)","('Damian Lillard', 0.005967015)","('Jr Smith', 0.00031336653)","('Jimmy Butler', 3.232659e-05)","('Kyrie Irving', 1.0585717e-05)",0
An-image-capturing-Jeff-Bridges-at-a-public-event_3_0.png,"('Jeff Bridges', 0.9922042)","('Kurt Russell', 0.0025251848)","('Willie Nelson', 0.0010286593)","('George Strait', 0.00063723547)","('Bob Ross', 0.00049018156)",0.9922042
An-image-capturing-Jeff-Bridges-at-a-public-event_4_0.png,"('Jeff Bridges', 0.99947864)","('Kurt Russell', 0.00029025646)","('George Bush', 7.798242e-05)","('Charlton Heston', 3.237932e-05)","('Brian Van Holt', 2.3534743e-05)",0.99947864
An-image-capturing-Jeff-Bridges-at-a-public-event_5_0.png,"('Jeff Bridges', 0.9932175)","('Kurt Russell', 0.006583205)","('Nick Nolte', 4.2609317e-05)","('Bob Seger', 3.1086063e-05)","('Steven Tyler', 2.1951164e-05)",0.9932175
An-image-capturing-Jennifer-Connelly-at-a-public-event_1_0.png,"('Jennifer Connelly', 1.0)","('Demi Lovato', 1.8250685e-08)","('Kate Winslet', 2.2896582e-09)","('Demi Moore', 1.5138713e-09)","('Ashley Johnson', 9.615321e-10)",1.0
An-image-capturing-Jennifer-Connelly-at-a-public-event_2_0.png,"('Jennifer Connelly', 0.9603482)","('Demi Moore', 0.037680347)","('Caity Lotz', 0.00023025779)","('Kim Richards', 0.00021881958)","('Antoine Griezmann', 0.0002000522)",0.9603482
An-image-capturing-Jennifer-Connelly-at-a-public-event_3_0.png,"('Jennifer Connelly', 0.9936593)","('Nicolas Cage', 0.0014802126)","('Demi Moore', 0.00095869397)","('Demi Lovato', 0.00066200277)","('Lee Pace', 0.0005740855)",0.9936593
An-image-capturing-Jennifer-Connelly-at-a-public-event_4_0.png,"('Jennifer Connelly', 0.995158)","('Karla Souza', 0.0010671085)","('Demi Moore', 0.00069311645)","('Zoey Deutch', 0.00037700264)","('Brooke Shields', 0.0003755887)",0.995158
An-image-capturing-Jennifer-Connelly-at-a-public-event_5_0.png,"('Jennifer Connelly', 0.9969593)","('Nelly Furtado', 0.00072114187)","('Eva Green', 0.0005904814)","('Ricki Lake', 0.00030838544)","('Demi Moore', 0.0002379952)",0.9969593
An-image-capturing-Jensen-Ackles-at-a-public-event_1_0.png,"('Josh Hutcherson', 0.3807469)","('Ryan Phillippe', 0.2542669)","('Marco Reus', 0.035517093)","('Tom Hardy', 0.03394026)","('Dylan Minnette', 0.032925908)",0
An-image-capturing-Jensen-Ackles-at-a-public-event_2_0.png,"('Jensen Ackles', 0.99618)","('Colton Haynes', 0.0015672819)","('James Patrick Stuart', 0.0004937683)","('Patrick Flueger', 0.00039513543)","('Logan Lerman', 0.00033532185)",0.99618
An-image-capturing-Jensen-Ackles-at-a-public-event_3_0.png,"('Jensen Ackles', 0.1884054)","('Derek Theler', 0.14996354)","('Lynda Carter', 0.12448621)","('Tom Hardy', 0.10728701)","('Machine Gun Kelly', 0.07221921)",0.1884054
An-image-capturing-Jensen-Ackles-at-a-public-event_4_0.png,"('Jensen Ackles', 0.41703263)","('Logan Lerman', 0.13822438)","('Tom Hardy', 0.11020807)","('Hunter Parrish', 0.037040763)","('Jared Padalecki', 0.028515076)",0.41703263
An-image-capturing-Jensen-Ackles-at-a-public-event_5_0.png,"('Zac Efron', 0.83861524)","('Rob Lowe', 0.03917613)","('Jon Huertas', 0.025597049)","('Ryan Tedder', 0.015258859)","('Jussie Smollett', 0.0097549)",0
An-image-capturing-Jim-Morrison-at-a-public-event_1_0.png,"('Jim Morrison', 0.99996954)","('Mick Jagger', 2.562061e-05)","('James Roday', 1.1318624e-06)","('Kenny G', 8.2687467e-07)","('Carrot Top', 5.5847244e-07)",0.99996954
An-image-capturing-Jim-Morrison-at-a-public-event_2_0.png,"('Jim Morrison', 0.99955744)","('Dean Ambrose', 0.0002664213)","('Michael Landon', 2.5135327e-05)","('Viggo Mortensen', 1.9683877e-05)","('Jeff Bridges', 1.39395615e-05)",0.99955744
An-image-capturing-Jim-Morrison-at-a-public-event_3_0.png,"('Jim Morrison', 0.99999994)","('Paul Rudd', 9.680372e-08)","('Dean Ambrose', 3.382858e-08)","('Harpo Marx', 1.7775844e-09)","('Mark Ruffalo', 1.3670661e-09)",0.99999994
An-image-capturing-Jim-Morrison-at-a-public-event_4_0.png,"('Jim Morrison', 0.99988943)","('Mick Jagger', 9.266689e-05)","('Steve Jobs', 2.8693312e-06)","('Jimmy Page', 2.6715768e-06)","('Hans Zimmer', 2.5661914e-06)",0.99988943
An-image-capturing-Jim-Morrison-at-a-public-event_5_0.png,"('Jim Morrison', 0.5119967)","('Marilyn Manson', 0.21777317)","('George Harrison', 0.13231577)","('Robert Smith', 0.04263511)","('Clara Bow', 0.035362437)",0.5119967
